目录,du B,du TB,目录属主,目录属组
/data/hive/report_tb.db/video_playout_basic_4012_swh,622463043.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_lx_tieba_aite_function_poster_uid,618635820.00,0.001,lixue,hdfs
/data/hive/report_tb.db/common_zxt_live_ban_log,618015630.00,0.001,zhuoxueteng,hdfs
/data/hive/report_tb.db/bigolive_lixue_im_data,615839865.00,0.001,lixue,hdfs
/data/hive/report_tb.db/likee_live_n_audience_event_brief_retention,614651589.00,0.001,wanliang,hdfs
/data/hive/report_tb.db/likelive_newuser_14_days_watchtime_country_wuyubing,613052334.00,0.001,wuyubing,hdfs
/data/hive/report_tb.db/bigolive_wj_delay_owner2_audience_normal_pk,612100653.00,0.001,weijing,hdfs
/data/hive/report_tb.db/bigolive_lx_imo_shichang,611973450.00,0.001,datagroup,hdfs
/data/hive/report_tb.db/audio_bigojitter_metric_swh,611411037.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_yty_in_white_list_orc,607565070.00,0.001,yutianyu,hdfs
/data/hive/report_tb.db/likeelive_lrr_kehuduan_ab_flag_data_report_nearby,607047537.00,0.001,linrongrong,hdfs
/data/hive/report_tb.db/like_mdh_ee_video_efficiency,607011777.00,0.001,maidonghua,hdfs
/data/hive/report_tb.db/bigolive_yty_accum_success_topup,606576372.00,0.001,yutianyu,hdfs
/data/hive/report_tb.db/biglive_lxx_nblrenew03,605920458.00,0.001,linxixi,hdfs
/data/hive/report_tb.db/bigolive_roi_data,599987889.00,0.001,maihaoqian,hdfs
/data/hive/report_tb.db/lyn_churn_svip_m1_feature,596266215.00,0.001,lyn,hdfs
/data/hive/report_tb.db/wf_ludo_daily_game_stats_hzx,596178294.00,0.001,haozhixun,hdfs
/data/hive/report_tb.db/talk_family_base_info_zpj,595641543.00,0.001,zhongpeijun,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_return_nbl_0426,592688304.00,0.001,wangqian8,hdfs
/data/hive/report_tb.db/wf_helloyo_sdk_imo_new_yo_uid_retain_czl,590804172.00,0.001,chenzhanli1,hdfs
/data/hive/report_tb.db/like_msgtype208_offical_msgid_send_disp_click,590679384.00,0.001,zhangyuhui,hdfs
/data/hive/report_tb.db/bigolive_yty_act_lost_sum_web,590031231.00,0.001,yutianyu,hdfs
/data/hive/report_tb.db/imo_audio_bigo_speex_metric_detail_swh2_20200419_21,589220571.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/audio_neteq_playout_basic_4012_swh,587525967.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/cd_helloyo_sdk_imo_daily_no_partition_czl,587344698.00,0.001,chenzhanli1,hdfs
/data/hive/report_tb.db/top_play_video_v2,587009727.00,0.001,houjuncheng,hdfs
/data/hive/report_tb.db/antispam_caoke_black_force_uid_info,585179292.00,0.001,caoke,hdfs
/data/hive/report_tb.db/bigolive_spent_month,584894913.00,0.001,maihaoqian,hdfs
/data/hive/report_tb.db/cd_helloyo_pk_room_data_area_czl,583415754.00,0.001,chenzhanli1,hdfs
/data/hive/report_tb.db/dm_like_upload_video_success_data_2ck,583163142.00,0.001,liyanli,hdfs
/data/hive/report_tb.db/welog_tbl_video_orc_delete_from_201706_201709,582585879.00,0.001,wuyiming,hdfs
/data/hive/report_tb.db/bigolive_lx_qianxi,579353601.00,0.001,lixue,hdfs
/data/hive/report_tb.db/like_wyj_explore_hashtag_final_v2,577630173.00,0.001,wangyajun,hdfs
/data/hive/report_tb.db/indigo_dengsonghua_feed_cold_launch,576057117.00,0.001,dengsonghua,hdfs
/data/hive/report_tb.db/lrr_likelive_xiaofei_tendency_01,572824596.00,0.001,linrongrong,hdfs
/data/hive/report_tb.db/like_wl_purchase_all_by_uid_orc,571340616.00,0.001,wanliang,hdfs
/data/hive/report_tb.db/cube_lixue_audience_purcahse_sendgifttrank_forweb,567313680.00,0.001,lixue,hdfs
/data/hive/report_tb.db/audio_qoe_ios_version_swh,567133554.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/like_wyj_explore_old_hashtag_list_exp_contry,565575570.00,0.001,wangyajun,hdfs
/data/hive/report_tb.db/imo_audio_bigojitter_dummyjitter_swh,564235233.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/im_normal,564168453.00,0.001,hadoop,hdfs
/data/hive/report_tb.db/like_india_state_push_active_day,563165028.00,0.001,zhangyangjiang,hdfs
/data/hive/report_tb.db/bigolive_native_crash_thread_distribution_liuyuxuan1,562855206.00,0.001,liuyuxuan1,hdfs
/data/hive/report_tb.db/indigo_feed_cover_stat,561205776.00,0.001,wuyisong,hdfs
/data/hive/report_tb.db/av_completed_end_reason_swh,559401063.00,0.001,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_linyilan_newuser_action_by_day,559239528.00,0.001,linyilan,hdfs
/data/hive/report_tb.db/bigolive_lxf_nbl_change_new_orc_without_test,557694003.00,0.001,linxixi,hdfs
/data/hive/report_tb.db/bigolive_aab_install_caikaiwu,554335299.00,0.001,caikaiwu,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_nbl_diamonds_return_orc_0303,551947278.00,0.001,linxixi,hdfs
/data/hive/report_tb.db/like_wyj_explore_hashtag_v2,550187664.00,0.001,wangyajun,hdfs
/data/hive/report_tb.db/wf_helloyo_sdk_imo_stay_time_czl,547418910.00,0,chenzhanli1,hdfs
/data/hive/report_tb.db/lyn_churn_svip_pool,546907656.00,0,lyn,hdfs
/data/hive/report_tb.db/bigolive_linyilan_owner_lost_or_unreach_detail,545862327.00,0,linyilan,hdfs
/data/hive/report_tb.db/ant_likee_ad_conversion_tmp,545400006.00,0,pengyijin2,hdfs
/data/hive/report_tb.db/like_user_logininfo,543910077.00,0,liuqi,hdfs
/data/hive/report_tb.db/hive_monitor_litao,542673921.00,0,hadoop,hdfs
/data/hive/report_tb.db/cn_in_audio_relay_swh,542175063.00,0,sunweihong,hdfs
/data/hive/report_tb.db/wf_hello_yo_reg_retition_hzx_for_mysql_step1,540755646.00,0,haozhixun,hdfs
/data/hive/report_tb.db/like_photovideo_funnel_report,538526325.00,0,wengerdan,hdfs
/data/hive/report_tb.db/bigolive_lx_tieba_view_bar_user_data,537767181.00,0,datagroup,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_abtest_platform_strategy_reminder_rrec_content_v2,537441120.00,0,wangqian8,hdfs
/data/hive/report_tb.db/lyn_churn_svip_m1_train,536409411.00,0,lyn,hdfs
/data/hive/report_tb.db/like_zxt_illegal_video_operation_002,536267595.00,0,zhuoxueteng,hdfs
/data/hive/report_tb.db/like_kol_share_install_reward_day_v2,536265792.00,0,liyanli,hdfs
/data/hive/report_tb.db/likee_live_match_click_lc2,535808100.00,0,linrongrong,hdfs
/data/hive/report_tb.db/cd_helloyo_sdk_likee_uid_minday_czl,534893490.00,0,chenzhanli1,hdfs
/data/hive/report_tb.db/_temp_zhangyanyan_bigolive_userbasicinfo_20191221_030346_01131_qe6g7,531465531.00,0,zhangyanyan,hdfs
/data/hive/report_tb.db/bigolive_linyilan_appsflyer_campaign_us_by_day,531155268.00,0,linyilan,hdfs
/data/hive/report_tb.db/likeelive_wealth_gift_uid_gift_id,530227368.00,0,linrongrong,hdfs
/data/hive/report_tb.db/likeelive_lrr_xiaohao_new_detail,529238526.00,0,linrongrong,hdfs
/data/hive/report_tb.db/bigolive_live_audience_stop_reason_daily,529124886.00,0,maxiaoyan,hdfs
/data/hive/report_tb.db/imo_audio_arq_down_fromus_weijing,528766266.00,0,weijing,hdfs
/data/hive/report_tb.db/likee_anchor_fans_type_audience_all,526250823.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_lixue_tieba_follow_yindao_for_web,523277793.00,0,datagroup,hdfs
/data/hive/report_tb.db/welog_tbl_video_comment_tmp_level9_20200429_tmp,522948042.00,0,libin,hdfs
/data/hive/report_tb.db/like_media_source_detail_xsy_1d,519097275.00,0,xiangshiyi,hdfs
/data/hive/report_tb.db/again2,518493705.00,0,fujingya,hdfs
/data/hive/report_tb.db/live_kickcause,516924750.00,0,liuqi,hdfs
/data/hive/report_tb.db/likee_reward_lqt_test_step,516867720.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/lrr_imo_newsdk_focus,514896900.00,0,linrongrong,hdfs
/data/hive/report_tb.db/lrr_imo_liebiao_finally,513402222.00,0,linrongrong,hdfs
/data/hive/report_tb.db/lqt_like_country_audience_shangmai_day_all_step,513386655.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_lx_indigo_like_daoliu_bigolive_install_deviceid_day,512913030.00,0,datagroup,hdfs
/data/hive/report_tb.db/like_zhanglinwei_live_count_owner_daily_stats,512836386.00,0,zhanglinwei,hdfs
/data/hive/report_tb.db/likee_anchor_uid_detail,512185821.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/imo_tolikee_campaign_retention_uv_v3_report_dyh,510713334.00,0,dunyuhui,hdfs
/data/hive/report_tb.db/bigolive_lx_bar_explore_user_countrycode_poster_feature_for_web,507244071.00,0,lixue,hdfs
/data/hive/report_tb.db/bigolive_wangyakun_new_device_regist_uid_day,506172426.00,0,wangyakun,hdfs
/data/hive/report_tb.db/common_zxt_feature_lib_material_match_stat,505205226.00,0,zhuoxueteng,hdfs
/data/hive/report_tb.db/bigolive_lxf_family_purchase_by_day_orc,503600877.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/lyl_like_india_state_action_v2_his,502664688.00,0,liyanli,hdfs
/data/hive/report_tb.db/bigolive_yty_accum_topup_sum,502624707.00,0,yutianyu,hdfs
/data/hive/report_tb.db/like_media_source_detail_xsy_7d,502370124.00,0,xiangshiyi,hdfs
/data/hive/report_tb.db/bigolive_yty_accum_topup_sum_yesterday,501581067.00,0,yutianyu,hdfs
/data/hive/report_tb.db/biglive_lxx_nblrenew05,500806635.00,0,linxixi,hdfs
/data/hive/report_tb.db/lyn_churn_svip_m1_test,496046151.00,0,lyn,hdfs
/data/hive/report_tb.db/bigolive_lx_owner_livetype_acu_pcu,494568057.00,0,lixue,hdfs
/data/hive/report_tb.db/bigolive_audience_vip_orc,493983840.00,0,haozhixun,hdfs
/data/hive/report_tb.db/like_kickcause,493561221.00,0,liuqi,hdfs
/data/hive/report_tb.db/common_ad_platform_media_chain_cv_day_maihaoqian,492454713.00,0,maihaoqian,hdfs
/data/hive/report_tb.db/like_live_roomline_stop_reason_daily,488418441.00,0,wangyufei,hdfs
/data/hive/report_tb.db/likee_follows_month,487928841.00,0,linrongrong,hdfs
/data/hive/report_tb.db/imo_us_video_feedback_quality_daily_sunweihong,486841176.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_lxx_nbl08,484915632.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_lxx_nbl03,483723423.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_sign_shower_info2_new_time2,483188700.00,0,heliwen,hdfs
/data/hive/report_tb.db/bigolive_lx_tieba_tiezi_data,482109219.00,0,datagroup,hdfs
/data/hive/report_tb.db/shl_nobility_detail_20180930,480793710.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_churn_forecast_monitor_base,475182945.00,0,lyn,hdfs
/data/hive/report_tb.db/audio_neteq_playout_buffersize_trimmed_4012_swh,472060779.00,0,sunweihong,hdfs
/data/hive/report_tb.db/like_wyj_explore_hashtag_tmp1_v2,471487590.00,0,wangyajun,hdfs
/data/hive/report_tb.db/likee_anchor_fans_type_all,467289300.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_shl_ticket_change_for_web,466162008.00,0,songhuiling,hdfs
/data/hive/report_tb.db/bigolive_owner_vip_orc,464392215.00,0,haozhixun,hdfs
/data/hive/report_tb.db/bigolive_linyilan_login03_abtest_by_day,464005998.00,0,linyilan,hdfs
/data/hive/report_tb.db/like_media_new_user_action_xsy,463983564.00,0,xiangshiyi,hdfs
/data/hive/report_tb.db/audio_qoe_net_swh,463950369.00,0,sunweihong,hdfs
/data/hive/report_tb.db/like_live_newuser_appremain_and_entrance_wuyubing,462888246.00,0,wuyubing,hdfs
/data/hive/report_tb.db/bigolive_lx_gift_change,462784827.00,0,lixue,hdfs
/data/hive/report_tb.db/lqt_like_country_anchor_audience_day_all,461088276.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_yty_fist_topup_uid,459697668.00,0,yutianyu,hdfs
/data/hive/report_tb.db/video_playout_buffersize_trimmed_4012_swh,459049998.00,0,sunweihong,hdfs
/data/hive/report_tb.db/zhangyanyan_bigolive_userbasicinfo,459047808.00,0,zhangyanyan,hdfs
/data/hive/report_tb.db/p2p_chain_swh,455714403.00,0,sunweihong,hdfs
/data/hive/report_tb.db/like_reason_analysis_retention_v10_report_tb,455079381.00,0,wangyajun,hdfs
/data/hive/report_tb.db/bigolive_lxx_all_pay_new,452935728.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_wj_audience_stats_for_iframe,452928447.00,0,weijing,hdfs
/data/hive/report_tb.db/wf_helloyo_sdk_likee_stay_time_total_czl,452896194.00,0,chenzhanli1,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_newnbl_two,452781477.00,0,linxixi,hdfs
/data/hive/report_tb.db/likee_follow_lqt_test_step,452526567.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/imo_guxiaoying_live_whitelist,451605957.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/welog_tbl_video_orc_delete_from_201706_201709_asia_live,451342899.00,0,wuyiming,hdfs
/data/hive/report_tb.db/bigolive_linyilan_appsflyer_campaign_uid_by_day,450363630.00,0,linyilan,hdfs
/data/hive/report_tb.db/bigolive_gift_panel_version_type_summary,447163509.00,0,hukun,hdfs
/data/hive/report_tb.db/lrr_imo_chongzhi_loudou,447122478.00,0,linrongrong,hdfs
/data/hive/report_tb.db/playout_avsync_total_rate_072011_swh,445836603.00,0,sunweihong,hdfs
/data/hive/report_tb.db/biglive_lxx_nblrenew02,442944465.00,0,linxixi,hdfs
/data/hive/report_tb.db/lrr_imo_day_active_client_temp,442706688.00,0,linrongrong,hdfs
/data/hive/report_tb.db/bigolive_aab_download_fail_ratio,442616562.00,0,caikaiwu,hdfs
/data/hive/report_tb.db/cube_shl_5min_live_owners_for_web,442330173.00,0,datagroup,hdfs
/data/hive/report_tb.db/like_audience_event_stats_report,441778230.00,0,wanliang,hdfs
/data/hive/report_tb.db/imo_audio_outoforderdepth_daily_sunweihong,440847669.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_yty_clients_ver_web,440650065.00,0,yutianyu,hdfs
/data/hive/report_tb.db/bigolive_lx_robot_yingxiang_xingwei_data,440307918.00,0,lixue,hdfs
/data/hive/report_tb.db/dws_likeelive_lqh_anchor_live_day,440039685.00,0,liaoqinghao,hdfs
/data/hive/report_tb.db/like_yoga_crm_retention,439928100.00,0,huangyoujia,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_emoji_sticker,435597132.00,0,wangqian8,hdfs
/data/hive/report_tb.db/bigolive_antisdk_device_stat_new_register_daily,434843337.00,0,tanlingqiang,hdfs
/data/hive/report_tb.db/bigolive_zdx_topup_more_enhance_new_web,433822107.00,0,zhangdongxue,hdfs
/data/hive/report_tb.db/likeelive_lrr_shouru_all,432835314.00,0,linrongrong,hdfs
/data/hive/report_tb.db/video_neteq_delay_peak_max_swh,432390198.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_lzt_game_zd_pcu,432044772.00,0,linzeting,hdfs
/data/hive/report_tb.db/bigo_lite_wjl_flowaway_by_uid_orc,429483909.00,0,wangjialing,hdfs
/data/hive/report_tb.db/like_wyj_explore_old_hashtag_play_data_country,429038295.00,0,wangyajun,hdfs
/data/hive/report_tb.db/like_india_state_action_v2_test,429017898.00,0,liyanli,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_nbl_dingyue_pay01,428216715.00,0,linxixi,hdfs
/data/hive/report_tb.db/like_media_source_detail_xsy_30d,423363222.00,0,xiangshiyi,hdfs
/data/hive/report_tb.db/like_topic_item_stats_lefttable,423341745.00,0,liufengrong,hdfs
/data/hive/report_tb.db/audio_harq_basic_042022_swh,419904441.00,0,sunweihong,hdfs
/data/hive/report_tb.db/imo_audio_rtt_swh,419759580.00,0,sunweihong,hdfs
/data/hive/report_tb.db/video_neteq_state_swh,418844679.00,0,sunweihong,hdfs
/data/hive/report_tb.db/likee_live_owner_per_detail,418515432.00,0,linrongrong,hdfs
/data/hive/report_tb.db/bigolive_yty_register_analysis,415000833.00,0,yutianyu,hdfs
/data/hive/report_tb.db/likee_media_source_campaign_roi,414913614.00,0,zhongpochen,hdfs
/data/hive/report_tb.db/cc2,414878922.00,0,fujingya,hdfs
/data/hive/report_tb.db/bigolive_lx_luping_click_function_for_web,414629562.00,0,lixue,hdfs
/data/hive/report_tb.db/bigolive_lxx_nbl_status_month1st,414108795.00,0,linxixi,hdfs
/data/hive/report_tb.db/indigo_nerv_download_load_stats_process_lizhengtang,413602038.00,0,lizhengtang,hdfs
/data/hive/report_tb.db/like_wanliang_rbeans_a_to_b_by_month,412584171.00,0,wanliang,hdfs
/data/hive/report_tb.db/lby0803_kol_07,411306606.00,0,liangbaoyi,hdfs
/data/hive/report_tb.db/bigolive_push_workflow_push_down_total,410428839.00,0,ouyongtian,hdfs
/data/hive/report_tb.db/like_facemagic_funnel_report,409456512.00,0,wengerdan,hdfs
/data/hive/report_tb.db/wf_fjy_like_video_in,408161961.00,0,fujingya,hdfs
/data/hive/report_tb.db/like_new_regiter_transform_v2_test,407837241.00,0,liyanli,hdfs
/data/hive/report_tb.db/like_wyj_hashtag_detail_page,404127057.00,0,wangyajun,hdfs
/data/hive/report_tb.db/bigolive_lxf_agents_order_orc,403393704.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/bigo_ad_abtest_report_cpc_convert_day,400360302.00,0,yangxuan2,hdfs
/data/hive/report_tb.db/client_new_dev_ver_day_stats,400121610.00,0,hadoop,hdfs
/data/hive/report_tb.db/welog_video_produce_day_daily,400031811.00,0,pengyijin2,hdfs
/data/hive/report_tb.db/tbl_web_20483_lxf_post_weekly,398524146.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/likee_live_20190905_report_02,398402115.00,0,wanliang,hdfs
/data/hive/report_tb.db/imo_av_sync_delay_total_rate_swh,397202739.00,0,sunweihong,hdfs
/data/hive/report_tb.db/imo_video_fec_tech_ab_swh,396594738.00,0,sunweihong,hdfs
/data/hive/report_tb.db/likee_live_owner_cash_out,395746356.00,0,hukun,hdfs
/data/hive/report_tb.db/like_guxiaoying_core_function_report_data_for_web,395724501.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/likee_live_strategy_abtest_for_hot_list_new,394183617.00,0,hukun,hdfs
/data/hive/report_tb.db/like_wyj_explore_old_hashtag_list_country,393578427.00,0,wangyajun,hdfs
/data/hive/report_tb.db/bigolive_lzt_zd_pcu,393353316.00,0,linzeting,hdfs
/data/hive/report_tb.db/welog_tbl_video_comment_tmp_level10_20200429_tmp,392692113.00,0,libin,hdfs
/data/hive/report_tb.db/bigolive_linyilan_family_gift_inter_by_day,392171133.00,0,linyilan,hdfs
/data/hive/report_tb.db/like_wyj_explore_hashtag_hot_list_v2,391767768.00,0,wangyajun,hdfs
/data/hive/report_tb.db/bigo_ad_abtest_report_cpc_day_new,390374889.00,0,haoming,hdfs
/data/hive/report_tb.db/bigolive_jeff_us_uidlist,389621100.00,0,jeffzhong,hdfs
/data/hive/report_tb.db/bigolive_lx_bangdan_data_for_web,388907871.00,0,lixue,hdfs
/data/hive/report_tb.db/like_mdh_spider_consume_daily,388204563.00,0,maidonghua,hdfs
/data/hive/report_tb.db/like_operator_review_consume,387866736.00,0,maidonghua,hdfs
/data/hive/report_tb.db/shl_nobility_renew_20180930_02,387277188.00,0,linxixi,hdfs
/data/hive/report_tb.db/shl_nobility_renew_20180930,387274599.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_linyilan_register_process_data_abtest2_by_day_v1,386704770.00,0,linyilan,hdfs
/data/hive/report_tb.db/like_cmc_hdid_info_and_consume_sum,386046636.00,0,chenmiaochun,hdfs
/data/hive/report_tb.db/wf_hello_yo_daily_gift_stats_hzx,385058553.00,0,haozhixun,hdfs
/data/hive/report_tb.db/biglive_lxx_nblrenew0101,384996954.00,0,linxixi,hdfs
/data/hive/report_tb.db/dws_likeelive_bigfans_anchor_live_day,384424389.00,0,liaoqinghao,hdfs
/data/hive/report_tb.db/cube_lxf_purchase_orc,382683822.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/bigolive_sdk_hlw_see_retention_for_web,382584501.00,0,heliwen,hdfs
/data/hive/report_tb.db/likee_live_strategy_abtest_for_hot_preview_new,379830867.00,0,hukun,hdfs
/data/hive/report_tb.db/like_hdid_tt_type_data_tj,379334538.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_fjw_family_member_orc,378234498.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/like_media_core_detail_xsy,377931843.00,0,xiangshiyi,hdfs
/data/hive/report_tb.db/bigolive_lixue_audiece_time_3fenzhong_num_for_web,377394768.00,0,datagroup,hdfs
/data/hive/report_tb.db/common_appannie_ad_creatives_maihaoqian,375928932.00,0,maihaoqian,hdfs
/data/hive/report_tb.db/ant_likee_media_source_campaign_conversion,375855492.00,0,zhongpochen,hdfs
/data/hive/report_tb.db/like_live_newuser_remain_and_entrance_wuyubing,375718107.00,0,wuyubing,hdfs
/data/hive/report_tb.db/imo_bigojitter_video_neteq_basic_swh,374380764.00,0,sunweihong,hdfs
/data/hive/report_tb.db/like_country_news_view_daily_report,374325222.00,0,wengerdan,hdfs
/data/hive/report_tb.db/video_neteq_peak_count_percent_swh,373958463.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_wyk_family_war_points_data_add_country,373572954.00,0,wangyakun,hdfs
/data/hive/report_tb.db/like_core_okr_action_report,372928821.00,0,liyanli,hdfs
/data/hive/report_tb.db/bigolive_yty_nobility_web,370656774.00,0,yutianyu,hdfs
/data/hive/report_tb.db/bigolive_lxx_return_nbl,370434474.00,0,linxixi,hdfs
/data/hive/report_tb.db/lx_xyx_4_for_web,370327173.00,0,lixue,hdfs
/data/hive/report_tb.db/lx_xyx_2_for_web,369618531.00,0,lixue,hdfs
/data/hive/report_tb.db/bigolive_shl_new_purchase_orc,368651028.00,0,songhuiling,hdfs
/data/hive/report_tb.db/bigolive_roi_data_noin,367118190.00,0,maihaoqian,hdfs
/data/hive/report_tb.db/bigolive_lixue_active_newuser_popular_retention_for_web,367024623.00,0,datagroup,hdfs
/data/hive/report_tb.db/likee_live_strategy_abtest_for_switch_scene_new,365528730.00,0,hukun,hdfs
/data/hive/report_tb.db/hrb_country_ltv,365141973.00,0,pengyijin2,hdfs
/data/hive/report_tb.db/bigolive_lx_room_tieba_screen_data_for_web,363591420.00,0,datagroup,hdfs
/data/hive/report_tb.db/biglive_lxx_nblrenew04,362896155.00,0,linxixi,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_nearby_user_by_day,361865247.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_abtest_domain,360882756.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/shumei_bigolive_data2_yxb_0715_rand_100w,360873885.00,0,yangxiaobin1,hdfs
/data/hive/report_tb.db/like_back_service_dau_country_v3,360104769.00,0,wujun,hdfs
/data/hive/report_tb.db/lqt_like_country_area_audience_day_detile_step,359220954.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/cube_lxf_purchase_by_id,359018880.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/audio_neteq_delay_peak_max_swh,358587297.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_audience_user_daily_iframe_stats_weijing_uid_only,358392204.00,0,weijing,hdfs
/data/hive/report_tb.db/welog_video_produce_day_v2,358379016.00,0,huangyoujia,hdfs
/data/hive/report_tb.db/bigolive_play_interval_lixia,358022424.00,0,denglixia,hdfs
/data/hive/report_tb.db/bigo_app_technology_block_day,357400461.00,0,zhangyangjiang,hdfs
/data/hive/report_tb.db/bigolive_lxf_silver_balance_for_web,357335148.00,0,liuxiaofei,hdfs
/data/hive/report_tb.db/wj_like_no_action_statistic_result,356634600.00,0,wujun,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_zhubo_dabiao_by_day,355596426.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/bigolive_yty_imactive_users_analysis_city_web,354710853.00,0,yutianyu,hdfs
/data/hive/report_tb.db/bigolive_lx_new_massage_ab_for_web,354289377.00,0,lixue,hdfs
/data/hive/report_tb.db/like_transfer_net_hdid_3g,353875812.00,0,weijing,hdfs
/data/hive/report_tb.db/audio_p2pswitch_buddy_052012_swh,353756217.00,0,sunweihong,hdfs
/data/hive/report_tb.db/wyk_bigolive_active_user_purchase_os_brand_day,353670651.00,0,wangyakun,hdfs
/data/hive/report_tb.db/bigolive_yty_user_grow_task_daysum2,353492223.00,0,yutianyu,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_groups_sumup_monthandrestday,352494069.00,0,linxixi,hdfs
/data/hive/report_tb.db/likee_a_b_research_day_anchor_test_step,352275111.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/bigolive_lixue_robot_abtest_owner_just_test,352154118.00,0,datagroup,hdfs
/data/hive/report_tb.db/imo_us_audio_bigojitter_play_loss_import_swh1,351069720.00,0,sunweihong,hdfs
/data/hive/report_tb.db/like_mdh_virtual_consume_mix,350495583.00,0,maidonghua,hdfs
/data/hive/report_tb.db/like_mdh_hash_tag_consume_list,350481597.00,0,maidonghua,hdfs
/data/hive/report_tb.db/likee_media_source_roi,348751665.00,0,zhongpochen,hdfs
/data/hive/report_tb.db/likeelive_lrr_kehuduan_ab_flag_watch_allentrance,347127774.00,0,linrongrong,hdfs
/data/hive/report_tb.db/bigolive_ios_storage,347110146.00,0,longteng,hdfs
/data/hive/report_tb.db/like_wyj_video_explore_consume_data_copy,346885968.00,0,wangyajun,hdfs
/data/hive/report_tb.db/lrr_imo_newsdk_room_zhubo_behave,345603300.00,0,linrongrong,hdfs
/data/hive/report_tb.db/like_reason_analysis_retention_new_user_v10_report_tb,343993449.00,0,wangyajun,hdfs
/data/hive/report_tb.db/like_push_client_flow_v2_zhangshijia,343961388.00,0,zhangshijia,hdfs
/data/hive/report_tb.db/welog_tbl_video_orc_delete_from_201901_201902_test,343491411.00,0,wuyiming,hdfs
/data/hive/report_tb.db/imo_audio_basic_quality2_swh,343245687.00,0,sunweihong,hdfs
/data/hive/report_tb.db/bigolive_lxf_ticket_for_web,342603090.00,0,datagroup,hdfs
/data/hive/report_tb.db/bigolive_lixue_active_role_app_whole,342258153.00,0,datagroup,hdfs
/data/hive/report_tb.db/lqt_like_country_audience_shangmai_day_all_detile,340940073.00,0,lanqiangtai,hdfs
/data/hive/report_tb.db/wf_qzr_text_check,339400602.00,0,qiuzhaorong,hdfs
/data/hive/report_tb.db/bigolive_guxiaoying_ziran_zhuce_by_uid_bak_20190223,339302469.00,0,guxiaoying,hdfs
/data/hive/report_tb.db/wf_ludo_treasure_change_stat_czl,338814888.00,0,chenzhanli1,hdfs
/data/hive/report_tb.db/bigolive_wangyakun_agents_user_cc_charge_day,338064276.00,0,wangyakun,hdfs
/data/hive/report_tb.db/imo_audio_arq_double_fromus_weijing,337972329.00,0,weijing,hdfs
/data/hive/report_tb.db/bigolive_lxx_fd_vip_gift_balance,336305469.00,0,linxixi,hdfs
/data/hive/report_tb.db/audio_anti_loss_down_5s_pure_udp_loss_on_continuous_swh,335092638.00,0,sunweihong,hdfs
