目录,du B,du TB,目录属主,目录属组
/data/hive/indigo_mediate_tb.db/temp_dinauz0729,94360761.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_sdk_beta_daily,93810153.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_zbh,93727302.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ip_city_ae,93703065.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_profile_signature_spreads,93107604.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bn_groupactive0906,92902479.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_av_talk_feedback_day,92302077.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_zbh1,92244363.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_limenglan_guofu_user1,92222376.00,0,limenglan,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_premium_30_recent_visitors_daily,91687794.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinaru0729buhuo,91536621.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_ru_nozhouhuoyue_0730,90973317.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_qiujinlun_world_fps_day,90796113.00,0,qiujinlun,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinaru0729,90708954.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_detail_vv_day_just_region,90305403.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_yunying_noncreate_uid,90102705.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_vr0601,89816895.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_ab_retention_day,89711205.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_moments_post_day_by_type,89455509.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_0721,89185692.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_newuser_buddy_num_day,89141253.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_t9,89057799.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0601,88536168.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_ab2_new_user_retention_daily,88103013.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_zbh5,88048143.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_newold_retention_day,88036110.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_strang_relation_im_calls_30day_new,87674289.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_virus_h5_detail_report,87650562.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_zbh6,87533487.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_t8,87200289.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_start_call_day,86998353.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_play_duration_uv_distribution_day,86851977.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_backflow_uid_buid,86736723.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_vr0604,86162199.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_av_talk_feedback_positive_day,85999887.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_uz_weekly_noact_0801,85705398.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_libining_0911,85688859.00,0,libining,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_xbbwau0907,85683171.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupweek0519,85599339.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_share_1_2_day,85456995.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_overall_day_test,85402053.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0607,84761628.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0608,84758568.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_vr0608,84745359.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/biggroup_members_plus_day,84679923.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_voiceroom0614,84559050.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_story_pre_ad_ready_daily,84542286.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_anti_haras_call_buddy_uv_day,84326835.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imoout_step_day,84322722.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_sharing_2tab_retetion_tmp,84288726.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_imo_out_call_error_code,84267663.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_weekly_noact_0801,84210327.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_group0706,84166974.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupuser0706,84160080.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupactive0511,83875806.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0716,83300031.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_groupuser0507,83086467.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupactive0524,82833543.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bdvr0630,82711701.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_moments_post_newold_retention_result_day,82463352.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive0505,82217271.00,0,zhangshuying,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupactive0728,82022934.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0619,82002960.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_active0524,81706791.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_voiceroom0622,81444483.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinauz,81190689.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive0506,81113166.00,0,zhangshuying,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_group0628,80853459.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupactive0729,80775978.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ip_city_et,80608881.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_share_1_3_day,80587257.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/feed_official_content_quality_oujiaying_report_v2,80334765.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_stranger_relation_nobiggroup,79973922.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_ru_no,79256955.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_callertune_installed_uid,79201635.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_official_fans_retention_new_result_day,78931437.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_link_reshare_ab_overall,78925203.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0624,78729576.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_lsf_premium_resource_id,78543591.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_consume_tmp01,78465429.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_opt_by_type,78326379.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_op_channel_day,78184557.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jj_comment_uid_tmp,78070320.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_premium_show_daily,77938320.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_connection_failed_mediate_day,77834874.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_feed_card_oujiaying_report,77491740.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_gift_daily,77240358.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_party_time_day,76909635.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_send_source_type,76221111.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_overall_day_2,75489447.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_0410,75069657.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_feed_entracnetest_push_result_day,74515263.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imozone_interactive_day,74388207.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_limenglan_bd_nianzhong3,74137539.00,0,limenglan,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_zhouhuo_tj_0728273,73267146.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinatj0721,73233879.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinatj_0804,73192929.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_test9,73109088.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_tj_0804,73073787.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_crawl_robot_uid,72866400.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_weekly_tj0801,72147669.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_tjzhouhuo0730,71994330.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_zhouhuo_tj_0728,71621229.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_zouyunyao_ae_fitrzhouhuo,71569233.00,0,zouyunyao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_community_remain_tmp,71568504.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_moments_to_profile_day,71305704.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_temp_out_uid_day,70871553.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_tmp20200819,70562505.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_tj_weekly_0730,70501725.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imo_likee_retention_report,69671661.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_stranger_relation_biggroup,69651297.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mwy_community_member_day,69492882.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_zyj_producer_info,68865291.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_live_gift_user_top1000_daily,68017311.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_zxy_ugc_dis_day,67618122.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_new_uid_all_orc7,67592058.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_moments_opt_newold_retention_result_day,67412193.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_active_users_day,67214670.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_share_1_4_5_day,66852246.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_ad_chatlist_firstscreen_day_v2,66579984.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_reward_first,66127035.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_feed_server_xiafa_day,66051414.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_new_uid_all_orc2,65951448.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_new_uid_all_orc5,65942979.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_analysis_join_check,65758749.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/zhuangxiaoyi_test_0819,65722191.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_imo_server_ready_xiafa_day,65378454.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_superme_retention_report_product_day,65362983.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_is_ready_feed_daily,65272233.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_feed_entracnetest_result_day,65125875.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imozone_join_day,64942605.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imozone_entry_all_day,64367883.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_new_userid_all_orc,64109502.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinaru0619,63980202.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_imo_server_real_xiafa_day,63751014.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_link_share_ab_retention,63724986.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_level_spread_day,63546168.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_algo_xiafa_day,63065358.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mwy_community_active_rention,62884848.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/zhangxin8_biggroup_seed_uid,62686230.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_rh,62389677.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_push_seqid_last3days,62379426.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_detail_vv_day_client_version,62324313.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_out_credit_behave_tmp00,62231043.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_vv_strategy_day_v2,62059236.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinatj,61484724.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_rh2,61475685.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_rh1,61472985.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0602uz,61410891.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_new_userid_day_orc,61290438.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0624tj,61243578.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_autosubscribe_20200406,61206846.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_push_day,61146711.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_dau_user_profile_day,61006287.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_retention_result_day,60731184.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/temp_vapour_20191124_old_chat_new,60591978.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_imo_before_all_mid_day_1,60329823.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_moment_list_num_day,60298290.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/imo_from_story_back_into_feed,59996892.00,0,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_virus_h5_share_to_channel,59628582.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zbh,59600130.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_t5,59567292.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_scoring_popup_retention_day,59511108.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_tm,59473182.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_feed_dispatch_variety_abflag,58930707.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_play_duration_time_distribution_day,58925712.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zbh1,58725951.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_zouyunyao_ae_fitrzhoubuhuo,58687617.00,0,zouyunyao,hdfs
/data/hive/indigo_mediate_tb.db/imo_live_channel_uid,58301925.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0626ru,58249776.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/imo_pray_subscription_sign_day_oujiaying_report,58081209.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_tj0731,57915585.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_chatroom_validuser_day,57752265.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_moments_retention_day,56932329.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jishu_report_text_send_error_info,56615364.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_premium_failed_reason_daily,56402022.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_strategy_retention_report_day,56217228.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zbh6,56131278.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinatj0714,56035020.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0708,55772466.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0707,55690536.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_strategy_retention_imo_report_day,55626951.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_ryo_community_member_day,55522650.00,0,huangrui.ryo,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zbh5,55294278.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinatj0630,54933978.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/search_result_act,54563421.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_ad_chatlist_firstscreen_tmpad01,54014970.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_detail_vv_day_country,53973285.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_ru0825,53861868.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_wyf_report_follow_num_distribute_day,53642298.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_ru_0825,53527971.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_oujiaying_fans_distribution_day,52224888.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_moments_newold_retention_day,52171329.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/imo_pray_subscription_daka_success_times_oujiaying_report,52149546.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_uid_20190919_2,52133421.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_remove_ctr_beta_daily,51801327.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_out_push_uid1,51666063.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_official_chat_service_wakeup_detail,50992746.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_temp_out_uid_type,50702652.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_out_push_uid12,50038959.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_use_avator_total,49429002.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mwy_community_liveroom_day,49100280.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_zhouhuoir2,48951975.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/imo_comunity_live_owner_detail_data,48693591.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0603,48622866.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0605ru,48543840.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_feed_entry_abtest_day,48425724.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_zhouhuoir1,48146298.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_test12,47729223.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_0801day1,47720646.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_libining_0910,47715426.00,0,libining,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_share_day,47244930.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/imo_uid_spot_by_group_d,47152281.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/imo_uid_spot_by_group,47152281.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_superme_product_report_day,46974549.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_permeability_test,46886388.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_push_report_hour,46871961.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_wyf_report_follow_source_day,46350519.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imozone_newold_retention_all_mid_day,46331535.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_ksing_duet_id_top_day,46314687.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_newuser_buddy_day,46191165.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/temp_dinaru0529,46147593.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/ksing_wyf_app_retentmoment_day,45925689.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_lsf_top200_producer_info,45581256.00,0,luoshifa,hdfs
