目录,du B,du TB,文件数量,分区格式,保留周期（天）,已配置TTL,业务线,使用者,目录属主,目录属组,数据接入方式,离线/在线迁移,Client版本,迁移状态
/data/hive/indigo_mediate_tb.db/indigo_feed_detail_follow_day,"717,295,000,000",0.652,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_level_set_permeablity_record,"699,366,000,000",0.636,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_moments_untilyesterday_use_day,"698,655,000,000",0.635,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_nobg_uid_day,"670,831,000,000",0.610,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/tmpindigo_social_tag_id_day,"645,369,000,000",0.587,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_taskcenter_uid_accum,"631,635,000,000",0.574,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_resourceid_rank1,"623,604,000,000",0.567,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_resourceid_v1,"617,902,000,000",0.562,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zxy_world_channel_uid_tmp,"599,846,000,000",0.546,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_push_notification_temp2020,"599,366,000,000",0.545,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_hour,"577,663,000,000",0.525,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_wyf_uid_last_login_day,"569,121,000,000",0.518,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_bl_chats_menu_active_day,"567,128,000,000",0.516,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_userid_last_login_info,"566,813,000,000",0.516,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_wyf_uid_first_login_day,"565,240,000,000",0.514,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_push_seqid_day,"558,020,000,000",0.508,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day2_mirror,"534,969,000,000",0.487,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_feature_push_user_days,"533,852,000,000",0.486,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_wol_day_mirror,"533,506,000,000",0.485,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_yesterday_use_day,"527,427,000,000",0.480,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_space_post_day,"527,045,000,000",0.479,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_show_beta_mediate,"527,019,000,000",0.479,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_inbg_live_uid_day,"523,135,000,000",0.476,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_live_user_days,"516,526,000,000",0.470,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zxy_uid_friends_delete_0,"514,575,000,000",0.468,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_retention_result,"505,819,000,000",0.460,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_month_active_and_three_day_inactive_user,"502,850,000,000",0.457,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day_mirror,"500,615,000,000",0.455,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_temp_active_uid,"497,213,000,000",0.452,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_push_seqid_userid_detail_day,"495,211,000,000",0.450,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_action_time_day,"492,903,000,000",0.448,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_audio_uid_30days_calls_dyh,"491,914,000,000",0.447,,,,,,,dunyuhui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_imouser_days,"488,725,000,000",0.444,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_wyf_uid_login_times_day_orc,"485,155,000,000",0.441,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_product_uid_day,"483,841,000,000",0.440,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_watching_basic_data,"481,386,000,000",0.438,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_action_30day_reguv_rate_day,"481,213,000,000",0.438,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_xxjh_nobg_uid_day,"466,017,000,000",0.424,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_open_retention_result,"461,117,000,000",0.419,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_recv_im_daily,"461,078,000,000",0.419,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_uid_last_login_info,"460,562,000,000",0.419,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_anti_haras_add_buddy_uid,"455,105,000,000",0.414,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_id_view_detail_day,"440,955,000,000",0.401,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_imo_out_call_home_strategy_result,"440,323,000,000",0.400,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lsf_not_answered_user,"429,061,000,000",0.390,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_apps_daliy,"421,217,000,000",0.383,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_staytime_send_rk_uid_day,"418,457,000,000",0.381,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_dau_page_and_source,"414,618,000,000",0.377,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_user_day,"410,775,000,000",0.374,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_imoactivefriends_recommend_day,"400,106,000,000",0.364,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_userid_first_install_info,"397,429,000,000",0.361,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_user_not_active_days,"392,127,000,000",0.357,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_country_call_lang_day,"384,979,000,000",0.350,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_feed_switch_operation_user,"379,257,000,000",0.345,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_day,"366,689,000,000",0.334,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imo_out_entry_uids,"366,341,000,000",0.333,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/biggroup_opengroupchats,"357,828,000,000",0.325,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_uid_first_install_info,"352,548,000,000",0.321,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_anniversary_user_days,"342,669,000,000",0.312,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_bles_vmoney_changelog_mediate,"341,214,000,000",0.310,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/tbl_ad_post_uid_stats_month,"334,729,000,000",0.304,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_uid_cc_last_dispatch_day,"329,142,000,000",0.299,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_active_hour_month,"327,002,000,000",0.297,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_rihuo_paicha1,"315,311,000,000",0.287,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_broadcast_user_day_mirror,"312,648,000,000",0.284,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_story_detail_month,"311,155,000,000",0.283,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_feed_consume_days,"310,439,000,000",0.282,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_resourceid_tab1,"308,947,000,000",0.281,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_active_lastdayingroup_day,"302,081,000,000",0.275,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_entrance_switch_day,"294,850,000,000",0.268,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_unread_resourceid,"288,288,000,000",0.262,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_imouid_calltimes_rank_day,"287,614,000,000",0.262,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_media_channel_card,"285,579,000,000",0.260,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_yunying_push_offline_user_all_day,"283,794,000,000",0.258,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_mau_userid_dunyuhui_v2,"281,261,000,000",0.256,,,,,,,dunyuhui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_gidact_day,"279,221,000,000",0.254,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_day_abflag,"279,077,000,000",0.254,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/lrk_stable_latest_version,"273,860,000,000",0.249,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_show_uid_day,"270,161,000,000",0.246,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_untilyesterday_view_day,"264,337,000,000",0.240,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_out_call,"260,906,000,000",0.237,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_untilyesterday_use_day_0927,"257,576,000,000",0.234,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_show_follow_orc_by_day,"256,974,000,000",0.234,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_feeds_entry_user_day,"256,489,000,000",0.233,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_show_transnation_userid_info,"251,309,000,000",0.229,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_stable_update_uid,"250,808,000,000",0.228,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_world_resourceid_trace_day,"245,795,000,000",0.224,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_user_activity_abflag_open_screen_mediate,"240,960,000,000",0.219,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_relationship_group_daily,"235,447,000,000",0.214,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_official_uid_second_median_table,"234,931,000,000",0.214,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_im_old_uid_tmp,"234,720,000,000",0.213,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/monitormanager_whos_online_visit_distance_rule_ab_acc,"234,322,000,000",0.213,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_role_all_day,"234,017,000,000",0.213,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_mau_month,"233,798,000,000",0.213,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_hour_abflag,"231,775,000,000",0.211,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_year_report,"230,845,000,000",0.210,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_yunying_push_broadcast_user_all_day,"230,753,000,000",0.210,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_credit_accum,"230,341,000,000",0.209,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_new_user_retention_table_new_daily,"225,919,000,000",0.205,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/user_action_info_day_all_orc,"221,043,000,000",0.201,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_language_push_day,"214,418,000,000",0.195,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_vv_report_day,"212,784,000,000",0.194,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_action_uid_info,"209,546,000,000",0.191,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_push_userlevel_day,"205,998,000,000",0.187,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_demanduid_pushgiftcard_day,"204,838,000,000",0.186,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_lite_user_all,"204,655,000,000",0.186,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_imo_uid_last_login_info,"203,322,000,000",0.185,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_consume_retention_result,"202,737,000,000",0.184,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_imo_out_out_task_home_strategy_result,"202,032,000,000",0.184,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_view_detail_day,"199,921,000,000",0.182,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_month_active_and_two_hd_num_user,"197,404,000,000",0.180,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day3,"195,457,000,000",0.178,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_new_retention_day,"194,495,000,000",0.177,,,,,,,wangyakun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_cc,"193,174,000,000",0.176,,,,,,,jiangjing,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_bguser_days,"192,919,000,000",0.175,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_createdinfo_all_day,"191,446,000,000",0.174,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_imouid_calltimes_rank_othercc_day,"189,496,000,000",0.172,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_remove_member_list_day,"188,048,000,000",0.171,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_relationship_biggroup_daily,"188,013,000,000",0.171,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_broadcast_user_day,"187,498,000,000",0.171,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_wyf_imouid_month_cc_day,"186,505,000,000",0.170,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_world_resource_all_dis_action_info_tmp,"184,747,000,000",0.168,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_total_time_mediate_completed,"181,245,000,000",0.165,,,,,,,wangyakun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_resource_all_dis_action_info,"179,314,000,000",0.163,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_vapour_20191124_new_buddy_link_day,"175,082,000,000",0.159,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_uid_spot_by_group_feed_action_day,"174,871,000,000",0.159,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_infomation_day,"174,698,000,000",0.159,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_name_all_day,"173,212,000,000",0.158,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/movie_show,"169,287,000,000",0.154,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_retention_day,"167,812,000,000",0.153,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_xiaoyi_story_yesterday_use_day_test,"166,367,000,000",0.151,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_stranger_send_greet_tmp,"164,047,000,000",0.149,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_pageview_day,"162,762,000,000",0.148,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_voiceroom_joinroom_uid_total_day,"162,724,000,000",0.148,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangxin8_biggroup_imoactivefriends_recommend_20200412,"162,715,000,000",0.148,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_wyf_middleeast_monthuidbag_info,"154,087,000,000",0.140,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_active_uid_day,"150,521,000,000",0.137,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_retention_day_stats_type,"148,921,000,000",0.135,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_opt_yesterday_use_day,"145,697,000,000",0.133,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhangxin8_temp_user_activity2_new,"145,515,000,000",0.132,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_regdays_day,"141,292,000,000",0.129,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day2,"140,743,000,000",0.128,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhx_biggroup_join_leave_day,"138,756,000,000",0.126,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_owner_broadcast_uid,"137,984,000,000",0.125,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_ksing_imouid_bag_month_v2,"137,187,000,000",0.125,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_referrer_uid_day,"136,171,000,000",0.124,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_follow_num_all,"133,844,000,000",0.122,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_profile_day,"133,814,000,000",0.122,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_today_uid_mirror,"131,847,000,000",0.120,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_feed_retention_abflag0,"131,382,000,000",0.119,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_push_daoda_hour_old,"129,526,000,000",0.118,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_joininfo_day,"129,452,000,000",0.118,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_staytime_send_rk_uid_1_day,"127,014,000,000",0.116,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_year_reg_date,"125,913,000,000",0.115,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangxin8_active,"125,663,000,000",0.114,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imo_out_task_reward_uids,"123,837,000,000",0.113,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_story_uid_type_tmp,"123,493,000,000",0.112,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_gray_uid,"121,501,000,000",0.111,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_push_activelevel_day,"119,677,000,000",0.109,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhunagxiaoyi_tmp_story_page_newold_day,"119,231,000,000",0.108,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_subscribers_city_until_day,"117,820,000,000",0.107,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_year_active_hour_kind,"117,418,000,000",0.107,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wangyakun_im_total_sticker_favourite_uid_day,"116,736,000,000",0.106,,,,,,,wangyakun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_channel_show_uid,"116,078,000,000",0.106,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_relation_channel_day,"112,418,000,000",0.102,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/monitormanager_whos_online_visit_acc,"109,117,000,000",0.099,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_product_uid_day,"107,773,000,000",0.098,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_uid_bigo_uid_id_mapping_all,"107,747,000,000",0.098,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_live_push_days,"105,256,000,000",0.096,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imofeed_mau_userid_dunyuhui_v2,"104,155,000,000",0.095,,,,,,,dunyuhui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_middel_permeability_daily,"103,290,000,000",0.094,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_activity_uid,"102,721,000,000",0.093,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_last_getentry_all,"101,881,000,000",0.093,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_relationship_live_daily,"101,152,000,000",0.092,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day1_mirror,"100,379,000,000",0.091,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_send_receive_uid_day,"98,110,895,652",0.089,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_af_temp_uid,"97,442,801,724",0.089,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_logintimes_day,"97,367,488,386",0.089,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_year_active_days,"97,003,248,222",0.088,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_wol_testsalt_nearby_list_acc,"93,031,374,672",0.085,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_feed_spider_post_list_day_v3,"91,904,347,071",0.084,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_bl_session_top_accum_day,"90,406,610,226",0.082,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/feed_tbl_operator_push_optimal_day_orc,"90,121,379,016",0.082,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_middel_permeability,"89,659,217,304",0.082,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_uid_year_story_pv,"88,547,156,850",0.081,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_session_top_user_type_day,"87,565,506,507",0.080,,,,,,,limingjun,hdfs,,,,
