目录,du B,du TB,文件数量,分区格式,保留周期（天）,已配置TTL,业务线,使用者,目录属主,目录属组,数据接入方式,离线/在线迁移,Client版本,迁移状态
/data/hive/report_tb.db/helloyo_room_pcu_mysql_without_sdk_zpj,"3,968,595",0.000,,,,,,,zhongpeijun,hdfs,,,,
/data/hive/report_tb.db/bigolive_value_flow_2001,"3,966,324",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/like_ios_crash_foom_liuyuxuan1,"3,957,033",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/likeelive_push_zx_result_new,"3,953,403",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/like_wh_hash_tag_search_cnt_top200_list,"3,949,149",0.000,,,,,,,wanghao.mir,hdfs,,,,
/data/hive/report_tb.db/bigolive_daily_report_orc,"3,939,597",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/bigolive_lite_java_crash_distribution_liuyuxuan1,"3,936,660",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/imo_tcp_uploadfile_remain_weijing,"3,935,943",0.000,,,,,,,weijing,hdfs,,,,
/data/hive/report_tb.db/yo_treasurebox_statistics_zpj_for_mysql,"3,916,899",0.000,,,,,,,zhongpeijun,hdfs,,,,
/data/hive/report_tb.db/bigolive_family_overall_datas_detail_by_day,"3,907,911",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/wf_helloyo_channel_register_czl,"3,893,838",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/instatus_zhanglinwei_video_start_time,"3,878,817",0.000,,,,,,,zhanglinwei,hdfs,,,,
/data/hive/report_tb.db/likeelive_wealth_level_gift_id_op_area_way1,"3,836,910",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/lqt_like_country_shangmai_day_all_4,"3,830,418",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_cost_year,"3,818,799",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/bigolive_yeweiliang_ios_preformance_by_version_stat,"3,783,966",0.000,,,,,,,yeweiliang,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_livehouse_with_room,"3,772,170",0.000,,,,,,,guxiaoying,hdfs,,,,
/data/hive/report_tb.db/like_wyj_region_dispatch,"3,755,652",0.000,,,,,,,wangyajun,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_gift_guide_success,"3,753,978",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/av_main_state_result_swh,"3,744,237",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/bigolive_jeff_livehouse_daily_report,"3,736,053",0.000,,,,,,,jeffzhong,hdfs,,,,
/data/hive/report_tb.db/bigolive_wj_owner_abtest_step11,"3,715,344",0.000,,,,,,,weijing,hdfs,,,,
/data/hive/report_tb.db/lqt_like_big_turntable_country_op_area_day_all_test,"3,701,913",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/like_crm_fans_incr_rank,"3,694,449",0.000,,,,,,,guzian,hdfs,,,,
/data/hive/report_tb.db/bigolive_wj_client_goose_crash,"3,680,553",0.000,,,,,,,weijing,hdfs,,,,
/data/hive/report_tb.db/likee_technology_crash_day,"3,679,647",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/bigo_zxt_live_patrol_v02,"3,652,701",0.000,,,,,,,zhuoxueteng,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxf_purchase_offline_orc,"3,652,197",0.000,,,,,,,liuxiaofei,hdfs,,,,
/data/hive/report_tb.db/indigo_modi_yxb_20200424,"3,644,067",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/hello_shouq_info_lmh_01,"3,628,401",0.000,,,,,,,xujunhao,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_newuser_pay_05,"3,628,197",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/ludo_android_boot_quota_liuyuxuan1,"3,627,144",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/bigolive_wj_owner_stat_step3,"3,611,793",0.000,,,,,,,weijing,hdfs,,,,
/data/hive/report_tb.db/bigolive_nbl_balance_2001_v2,"3,607,278",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/bigolive_nbl_balance_2001,"3,606,063",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/likee_boost_report2_xwd,"3,564,951",0.000,,,,,,,xuwudong,hdfs,,,,
/data/hive/report_tb.db/likee_follow_uid_day_lqt_test_2,"3,549,900",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_family_overall_datas_detail_by_day1,"3,548,523",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_newuser_pay_05_1,"3,543,594",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/helloyo_register_device_page_stats_hzx,"3,538,725",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/bigolive_lx_accompany_profile_whole_data_for_web,"3,536,811",0.000,,,,,,,datagroup,hdfs,,,,
/data/hive/report_tb.db/like_android_crash_alarm_liuyuxuan1,"3,529,338",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/livesdk_hlw_first_topup_order_orc,"3,528,840",0.000,,,,,,,heliwen,hdfs,,,,
/data/hive/report_tb.db/cube_wjl_active_parts_orc,"3,520,200",0.000,,,,,,,wangjialing,hdfs,,,,
/data/hive/report_tb.db/lrr_imo_newsdk_tishengpaiming,"3,511,434",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/cube_video_start_time,"3,503,979",0.000,,,,,,,hexinyu,hdfs,,,,
/data/hive/report_tb.db/bigolive_d1_shumei_biaozhu_review_20200706,"3,483,417",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/like_moment_post_service_tj,"3,482,565",0.000,,,,,,,wujun,hdfs,,,,
/data/hive/report_tb.db/bigolive_fjw_livehouse_with_room,"3,455,430",0.000,,,,,,,fengjiawen,hdfs,,,,
/data/hive/report_tb.db/like_download_server_load_stats_process_max_tasksize_lizhengtang,"3,439,041",0.000,,,,,,,lizhengtang,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_running_bigo_purchase,"3,432,846",0.000,,,,,,,xieyao,hdfs,,,,
/data/hive/report_tb.db/likee_boost_report_xwd,"3,432,354",0.000,,,,,,,wangyajun,hdfs,,,,
/data/hive/report_tb.db/like_mdh_video_label_daily_part_v2,"3,428,469",0.000,,,,,,,alg,hdfs,,,,
/data/hive/report_tb.db/like_lite_android_boot_quota_liuyuxuan1,"3,414,540",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/like_download_server_sys_stats_wlanmax_lizhengtang,"3,407,517",0.000,,,,,,,lizhengtang,hdfs,,,,
/data/hive/report_tb.db/tieba_abtest_statistic_v2,"3,376,008",0.000,,,,,,,zhangyongchi,hdfs,,,,
/data/hive/report_tb.db/imo_audio_arq_link_loss_swh,"3,369,762",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/like_yoga_ee_poster_operation_heating_result,"3,354,339",0.000,,,,,,,huangyoujia,hdfs,,,,
/data/hive/report_tb.db/bigolive_ins_cpi_relation,"3,349,578",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/lrr_imo_newsdk_fufeidanmu,"3,348,534",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/bigolive_live_delay_tmp,"3,346,269",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/bigolive_live_1sec_rate_v2,"3,345,996",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/im_video_send_single_day_stats,"3,327,057",0.000,,,,,,,maweijian,hdfs,,,,
/data/hive/report_tb.db/cube_video_quality_liluoxing,"3,326,055",0.000,,,,,,,liluoxing,hdfs,,,,
/data/hive/report_tb.db/wf_helloyo_sdk_imo_active_data_czl,"3,323,232",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/like_yoga_blacklist_uid,"3,323,118",0.000,,,,,,,huangyoujia,hdfs,,,,
/data/hive/report_tb.db/cdn_url_download_data_common_res,"3,319,827",0.000,,,,,,,zoujiaxin,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxx_fd_coupon01,"3,315,639",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/wf_like_vm_num_label_user_num_czl,"3,309,981",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_running_bigo_base_info,"3,295,686",0.000,,,,,,,xieyao,hdfs,,,,
/data/hive/report_tb.db/audio_opensl_chart_swh,"3,294,411",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_abtest_platform_strategy_reminder_rrec_cost,"3,269,376",0.000,,,,,,,wangqian8,hdfs,,,,
/data/hive/report_tb.db/like_growth_okr_report,"3,236,940",0.000,,,,,,,liyanli,hdfs,,,,
/data/hive/report_tb.db/like_mdh_operator_review_daily,"3,225,771",0.000,,,,,,,maidonghua,hdfs,,,,
/data/hive/report_tb.db/bigolive_wj_sdk_video_owner_visualization_step1_1,"3,220,092",0.000,,,,,,,weijing,hdfs,,,,
/data/hive/report_tb.db/audio_anti_loss_up_total_swh,"3,217,464",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_newuser_pay_02,"3,215,667",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/imo_tech_av_data_v2,"3,210,060",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/like_gb_star_tj_lqt,"3,207,168",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/wf_hellotalk_follow_chain_stats_hzx,"3,193,443",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/wf_likee_hvv_push_stat_zxt,"3,189,444",0.000,,,,,,,zhuoxueteng,hdfs,,,,
/data/hive/report_tb.db/like_android_crash_alarm_gray_liuyuxuan1,"3,181,137",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/wf_fjy_live_duo_yewu,"3,177,207",0.000,,,,,,,fujingya,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_newuser_pay_02_1,"3,171,249",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/audio_opensl_swh,"3,159,939",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/wf_helloyo_instant_match_relation_czl,"3,159,156",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/bigolive_roi_data_bak,"3,158,262",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/bigolive_roi_data_af,"3,156,675",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/like_zxt_illegal_video_dispatch_cnt,"3,149,619",0.000,,,,,,,zhuoxueteng,hdfs,,,,
/data/hive/report_tb.db/tieba_abtest_statistic_v3,"3,147,795",0.000,,,,,,,zhangyongchi,hdfs,,,,
/data/hive/report_tb.db/cdn_url_download_data_common_res_v4,"3,144,636",0.000,,,,,,,hadoop,hdfs,,,,
/data/hive/report_tb.db/hello_liwei_helloxuncha,"3,137,622",0.000,,,,,,,songjiaming1,hdfs,,,,
/data/hive/report_tb.db/bigohead_shumei_biaozhu_yxb_20200701_s1,"3,135,300",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/bigolive_zdx_pk_match_line_fuwu_new_web,"3,106,770",0.000,,,,,,,zhangdongxue,hdfs,,,,
/data/hive/report_tb.db/bigolive_wangyakun_onlink_internet_celebrity_install_day,"3,101,718",0.000,,,,,,,wangyakun,hdfs,,,,
/data/hive/report_tb.db/wf_pzx_bigo_lagger_num,"3,100,542",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/like_wyf_wealth_stock_day,"3,095,202",0.000,,,,,,,wangyunfei,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_abtest_platform_strategy_reminder_rrec_interaction,"3,091,248",0.000,,,,,,,wangqian8,hdfs,,,,
/data/hive/report_tb.db/bigolive_users_count_day,"3,086,445",0.000,,,,,,,zhongpochen,hdfs,,,,
/data/hive/report_tb.db/bigolive_lx_accompany_online,"3,073,653",0.000,,,,,,,datagroup,hdfs,,,,
/data/hive/report_tb.db/like_follow_ralationship_report_stats_lqt_2,"3,068,460",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_linyilan_fr_huawei_new_charge_day,"3,060,369",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/bigolive_yty_user_grow_task_daysum_benefit,"3,055,596",0.000,,,,,,,yutianyu,hdfs,,,,
/data/hive/report_tb.db/like_wh_hash_search_tag_cnt_top200_filter,"3,054,246",0.000,,,,,,,wanghao.mir,hdfs,,,,
/data/hive/report_tb.db/bigolive_yty_tll,"3,051,750",0.000,,,,,,,yutianyu,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_gift_guide_first,"3,042,969",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/wf_pzx_app_live_check_v02,"3,031,377",0.000,,,,,,,zhuoxueteng,hdfs,,,,
/data/hive/report_tb.db/like_wyj_region_dispatch_region,"3,029,322",0.000,,,,,,,wangyajun,hdfs,,,,
/data/hive/report_tb.db/like_audience_list_uid_day_lqt_6,"3,003,654",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_linyilan_login07_abtest_by_day,"3,001,299",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/like_believe_music_report,"2,995,167",0.000,,,,,,,luoxiaoshan,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxx_fd_revenue_for_web,"2,987,964",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/like_live_newuser_appremain_and_live_type_wuyubing,"2,982,195",0.000,,,,,,,wuyubing,hdfs,,,,
/data/hive/report_tb.db/imo_tolikee_campaign_retention_report_v4_dyh,"2,973,732",0.000,,,,,,,dunyuhui,hdfs,,,,
/data/hive/report_tb.db/likee_live_sign_owner_vedio_02,"2,971,014",0.000,,,,,,,zhanglu,hdfs,,,,
/data/hive/report_tb.db/like_yoga_tt_spider_fan_1k_50w,"2,966,061",0.000,,,,,,,huangyoujia,hdfs,,,,
/data/hive/report_tb.db/group_audio_anti_loss_up_swh,"2,962,491",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/lrr_0812_smallgame_02,"2,960,802",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/bigolive_af_zhuce,"2,959,605",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/bigolive_lx_accompany_whole_boss_uid,"2,956,035",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/bigolive_lixue_guinness_kehuduan_data_for_web,"2,952,936",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/like_follow_ralationship_report_stats_lqt_tst,"2,939,607",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/cdn_url_download_data_youxuan_res,"2,894,376",0.000,,,,,,,zoujiaxin,hdfs,,,,
/data/hive/report_tb.db/cd_hello_yo_mini_game_stats_hzx,"2,891,697",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/like_mdh_exploring_country_region,"2,890,791",0.000,,,,,,,maidonghua,hdfs,,,,
/data/hive/report_tb.db/yxb_shumei_video_data2_10w_rand,"2,885,097",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/bigolive_lulu_summary_report5,"2,869,572",0.000,,,,,,,jeffzhong,hdfs,,,,
/data/hive/report_tb.db/wf_pzx_masala_check,"2,859,987",0.000,,,,,,,pengzixong,hdfs,,,,
/data/hive/report_tb.db/bigolive_revenue_prediction_detail_v2,"2,855,334",0.000,,,,,,,lyn,hdfs,,,,
/data/hive/report_tb.db/like_produce_daily_report,"2,848,551",0.000,,,,,,,wengerdan,hdfs,,,,
/data/hive/report_tb.db/cube_video_quality_elapsed_liluoxing,"2,840,946",0.000,,,,,,,liluoxing,hdfs,,,,
/data/hive/report_tb.db/bigolive_lx_accompany_whole_reciving_gift_owner_uid,"2,838,390",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/instatus_dau_uids_stat,"2,834,235",0.000,,,,,,,xieshaobing,hdfs,,,,
/data/hive/report_tb.db/like_live_newuser_remain_and_live_type_wuyubing,"2,826,612",0.000,,,,,,,wuyubing,hdfs,,,,
/data/hive/report_tb.db/shumei_likee_video_data2_rand_1w,"2,800,218",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/shumei_likee_video_data2_rand_1w_0803,"2,799,798",0.000,,,,,,,yangxiaobin1,hdfs,,,,
/data/hive/report_tb.db/ht_user_card_manager_czl_orc_tmp,"2,786,613",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/bigo_technology_block_day,"2,785,062",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxf_ios_by_bst,"2,778,351",0.000,,,,,,,liuxiaofei,hdfs,,,,
/data/hive/report_tb.db/common_ad_abtest_dsp_hour_click_renhantao,"2,765,946",0.000,,,,,,,renhantao,hdfs,,,,
/data/hive/report_tb.db/imo_lrr_newsdk_room_level_all,"2,765,712",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/likee_live_realtime_anchor_live,"2,764,479",0.000,,,,,,,liaoqinghao,hdfs,,,,
/data/hive/report_tb.db/imo_av_type_switch_recall_1_swh,"2,758,119",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/cdn_url_download_data_youxuan_res_v4,"2,738,055",0.000,,,,,,,hadoop,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxf_ios_by_utc,"2,733,981",0.000,,,,,,,liuxiaofei,hdfs,,,,
/data/hive/report_tb.db/likeelive_lrr_match_finally,"2,717,514",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/wf_like_vm_num_label_pay_time_czl,"2,694,141",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/imo_guxiaoying_top_gift_for_web,"2,686,713",0.000,,,,,,,guxiaoying,hdfs,,,,
/data/hive/report_tb.db/bigolive_technology_crash_day,"2,676,501",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/like_produce_daily_report_v2,"2,652,006",0.000,,,,,,,wengerdan,hdfs,,,,
/data/hive/report_tb.db/bigo_lite_daily_report,"2,651,700",0.000,,,,,,,wangjialing,hdfs,,,,
/data/hive/report_tb.db/live_ios_crash_foom_liuyuxuan1,"2,643,207",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/cube_pc_device_stats_new,"2,638,980",0.000,,,,,,,liaozhilong1,hdfs,,,,
/data/hive/report_tb.db/like_live_living_features_fenbang,"2,638,461",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/neteq_playout_0622,"2,632,248",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/common_appannie_app_history_downloads_maihaoqian,"2,607,573",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/wf_zxt_live_ban_log_tmp,"2,603,253",0.000,,,,,,,zhuoxueteng,hdfs,,,,
/data/hive/report_tb.db/hello_shouq_info_0605,"2,594,364",0.000,,,,,,,xujunhao,hdfs,,,,
/data/hive/report_tb.db/hello_shouq_info_0604,"2,594,364",0.000,,,,,,,xujunhao,hdfs,,,,
/data/hive/report_tb.db/wf_hellotalk_cul_follows_range_hzx,"2,590,668",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/like_wyj_explore_hashtag_grade_status,"2,577,354",0.000,,,,,,,wangyajun,hdfs,,,,
/data/hive/report_tb.db/wf_ht_card_match_to_be_friend_czl,"2,549,961",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/bigolive_shl_ticket_rank_by_country_for_web,"2,547,399",0.000,,,,,,,datagroup,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxf_first_topup_for_web,"2,542,053",0.000,,,,,,,liuxiaofei,hdfs,,,,
/data/hive/report_tb.db/bigolive_lxx_fd_test_uidlist,"2,539,179",0.000,,,,,,,linxixi,hdfs,,,,
/data/hive/report_tb.db/hello_shouq_info_0529,"2,524,212",0.000,,,,,,,xujunhao,hdfs,,,,
/data/hive/report_tb.db/hello_shouq_info_0529_1,"2,524,212",0.000,,,,,,,xujunhao,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_user_nobility_by_day_with_countrycode,"2,520,861",0.000,,,,,,,guxiaoying,hdfs,,,,
/data/hive/report_tb.db/likee_live_delay_tmp,"2,518,692",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/like_wh_mide_labor_group_final_final,"2,516,913",0.000,,,,,,,wanghao.mir,hdfs,,,,
/data/hive/report_tb.db/likee_sid_daliy_report_lqt,"2,479,179",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_ribao_huizong_new,"2,478,567",0.000,,,,,,,guxiaoying,hdfs,,,,
/data/hive/report_tb.db/bigolive_technology_scenes_data,"2,476,881",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/wf_qzr_imo_sign_punish,"2,446,758",0.000,,,,,,,qiuzhaorong,hdfs,,,,
/data/hive/report_tb.db/lqt_like_country_op_area_anchor_day_all_report,"2,443,812",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigolive_lx_qiubite_robot_data_for_web,"2,440,899",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/lrr_likelive_chongzhi_xiaofei_tendency_01,"2,402,334",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/like_no_media_tech_data_v2,"2,388,486",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/pyj_likee_non_ad_dau,"2,387,061",0.000,,,,,,,pengyijin2,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_visitor_profile_page_for_web,"2,377,809",0.000,,,,,,,wangqian8,hdfs,,,,
/data/hive/report_tb.db/channel_grade_rank_week,"2,376,063",0.000,,,,,,,maihaoqian,hdfs,,,,
/data/hive/report_tb.db/bigolive_increase_upload_coderate_owner_data_luchao,"2,362,950",0.000,,,,,,,luchao,hdfs,,,,
/data/hive/report_tb.db/bigolive_revenue_prediction_detail,"2,362,152",0.000,,,,,,,lyn,hdfs,,,,
/data/hive/report_tb.db/like_audience_list_uid_day_lqt_1,"2,355,012",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/bigoad_dsp_abtest_ad_id,"2,347,776",0.000,,,,,,,wangze.weber,hdfs,,,,
/data/hive/report_tb.db/imo_tolikee_campaign_retention_uv_report_dyh,"2,339,883",0.000,,,,,,,dunyuhui,hdfs,,,,
/data/hive/report_tb.db/bigolive_lixue_gameroom_luping_data_for_web,"2,339,415",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/bigolive_yty_success_gift_client_web,"2,336,331",0.000,,,,,,,yutianyu,hdfs,,,,
/data/hive/report_tb.db/hive_us_audio_ua_count_compare_swh,"2,313,876",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/hucong_like_register_follow_daily_report_v1,"2,305,296",0.000,,,,,,,hucong,hdfs,,,,
/data/hive/report_tb.db/lqt_like_country_anchor_puy_day_all_step,"2,303,361",0.000,,,,,,,lanqiangtai,hdfs,,,,
/data/hive/report_tb.db/like_live_xiaochuanglianmai_audience,"2,295,207",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/helloyo_android_boot_quota_liuyuxuan1,"2,292,243",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/cube_live_room_report_duzhanneng1,"2,290,167",0.000,,,,,,,duzhanneng,hdfs,,,,
/data/hive/report_tb.db/bigolive_linyilan_register_process_data_abtest_by_day_v1,"2,289,081",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/bigolive_sdk_hlw_first_top_up_for_web,"2,272,296",0.000,,,,,,,heliwen,hdfs,,,,
/data/hive/report_tb.db/hive_us_video_ua_count_compare_swh,"2,267,436",0.000,,,,,,,sunweihong,hdfs,,,,
/data/hive/report_tb.db/wf_hellotalk_cul_friends_range_hzx,"2,256,195",0.000,,,,,,,haozhixun,hdfs,,,,
/data/hive/report_tb.db/like_low_active_user_cnt,"2,245,305",0.000,,,,,,,luoxiaoshan,hdfs,,,,
/data/hive/report_tb.db/bigolive_show_cost_tech_data_v2,"2,239,068",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/tieba_abtest_statistic_v3_plus,"2,236,287",0.000,,,,,,,zhangyongchi,hdfs,,,,
/data/hive/report_tb.db/bigolive_linyilan_family_group_pk_invite_by_day,"2,215,584",0.000,,,,,,,linyilan,hdfs,,,,
/data/hive/report_tb.db/va_user_illegal_score_subtract,"2,213,154",0.000,,,,,,,huangzhenhui,hdfs,,,,
/data/hive/report_tb.db/imo_lx_active_num_rank_top30,"2,207,148",0.000,,,,,,,lixue,hdfs,,,,
/data/hive/report_tb.db/helloyo_android_performance_block_anr_liuyuxuan1,"2,202,744",0.000,,,,,,,liuyuxuan1,hdfs,,,,
/data/hive/report_tb.db/antispam_ia_block_uid,"2,202,129",0.000,,,,,,,caoke,hdfs,,,,
/data/hive/report_tb.db/wf_qzr_voice_audit,"2,189,214",0.000,,,,,,,qiuzhaorong,hdfs,,,,
/data/hive/report_tb.db/cubetv_dau_uids_stat,"2,187,408",0.000,,,,,,,xieshaobing,hdfs,,,,
/data/hive/report_tb.db/wf_helloyo_pk_room_data_area_czl1,"2,187,267",0.000,,,,,,,chenzhanli1,hdfs,,,,
/data/hive/report_tb.db/temp_lrr_imo_qianyuezhubo_withlianmaiinfo_new_finally_day,"2,162,922",0.000,,,,,,,linrongrong,hdfs,,,,
/data/hive/report_tb.db/likee_stats_session_seq_olk,"2,150,178",0.000,,,,,,,ouliankai,hdfs,,,,
/data/hive/report_tb.db/bigolive_wangyakun_nl_se_new_user_day,"2,140,491",0.000,,,,,,,wangyakun,hdfs,,,,
/data/hive/report_tb.db/weber2,"2,130,219",0.000,,,,,,,wangze.weber,hdfs,,,,
/data/hive/report_tb.db/abtest_account_id_hour,"2,130,219",0.000,,,,,,,wangze.weber,hdfs,,,,
/data/hive/report_tb.db/imo_technology_crash_day,"2,129,028",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/report_tb.db/im_video_down_business_day_stats,"2,111,481",0.000,,,,,,,hadoop,hdfs,,,,
/data/hive/report_tb.db/bigolive_guxiaoying_realtime_active_for_web_bak_20190927,"2,109,066",0.000,,,,,,,guxiaoying,hdfs,,,,
/data/hive/report_tb.db/group_audio_anti_loss_down_swh,"2,095,755",0.000,,,,,,,sunweihong,hdfs,,,,
